color,price,model,specs,engine,bodytype,mileage,city
Gray,"$7,991 ",2009 Mitsubishi Eclipse GS,"Used 2009 Mitsubishi Eclipse GS with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",4 Cyl,Coupe,"Mileage: 41,774 miles",Boston
Brown,"$18,990 ",2015 Lexus CT 200h,"Used 2015 Lexus CT 200h with FWD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc)",4 Cyl,Hatchback,"Mileage: 24,910 miles",Boston
Black,"$9,495 ",2012 Nissan Rogue S,"Used 2012 Nissan Rogue S with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",4 Cyl,SUV,"Mileage: 104,589 miles",Boston
Silver,"$17,990 ",2014 Toyota Venza LE,"Used 2014 Toyota Venza LE with AWD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats",4 Cyl,Wagon,"Mileage: 35,043 miles",Boston
Blue,"$17,500 ",2014 Jeep Cherokee Latitude,"Used 2014 Jeep Cherokee Latitude with 4WD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Towing Package",6 Cyl,SUV,"Mileage: 32,700 miles",Boston
Gray,"$16,990 ",2016 Buick Encore Base,"Used 2016 Buick Encore Base with FWD, Remote Start, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Towing Package",4 Cyl,SUV,"Mileage: 13,860 miles",Boston
Silver,"$17,990 ",2016 Mitsubishi Outlander,"Used 2016 Mitsubishi Outlander with 4WD, Remote Start, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc)",4 Cyl,SUV,"Mileage: 13,774 miles",Boston
Black,"$7,495 ",2006 BMW 3 Series 325xi,"Used 2006 BMW 3 Series 325xi with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",6 Cyl,Wagon,"Mileage: 112,966 miles",Boston
Red,"$23,990 ",2014 BMW 3 Series 335i xDrive,"Used 2014 BMW 3 Series 335i xDrive with AWD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc)",6 Cyl,Sedan,"Mileage: 36,357 miles",Boston
Black,"$20,500 ",2014 BMW X3 xDrive28i,"Used 2014 BMW X3 xDrive28i with AWD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Towing Package",4 Cyl,SUV,"Mileage: 68,698 miles",Boston
Silver,"$24,977 ",2013 Jeep Wrangler Sport,"Used 2013 Jeep Wrangler Sport with 4WD, Fog Lights, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter, 4-Wheel Disc Brakes",6 Cyl,SUV,"Mileage: 50,904 miles",Boston
Gray,"$9,500 ",2014 Ford Focus SE,"Used 2014 Ford Focus SE with FWD, Remote Start, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Towing Package",4 Cyl,Sedan,"Mileage: 37,406 miles",Boston
Black,"$15,995 ",2014 Honda CR-V LX,"Used 2014 Honda CR-V LX with AWD, Rear-View Camera",4 Cyl,SUV,"Mileage: 38,403 miles",Boston
White,"$15,995 ",2014 Toyota Venza LE,"Used 2014 Toyota Venza LE with AWD, Keyless Entry, Handsfree/Bluetooth Integration",4 Cyl,Wagon,"Mileage: 48,233 miles",Boston
Blue,"$4,999 ",2005 Toyota Prius,"Used 2005 Toyota Prius with FWD, CD (Single Disc), Air Conditioning, Power Steering, Power Windows, AM/FM, Power Locks, Front Airbags (Driver)",4 Cyl,Hatchback,"Mileage: 116,339 miles",Boston
Blue,"$13,000 ",2015 Ford Transit Connect XLT,"Used 2015 Ford Transit Connect XLT with FWD, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering",4 Cyl,Minivan,"Mileage: 78,421 miles",Boston
Black,"$19,490 ",2014 GMC Terrain SLT,"Used 2014 GMC Terrain SLT with AWD, Remote Start, Leather Seats, Alloy Wheels, Navigation System, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, Satellite Radio, Power Steering",6 Cyl,SUV,"Mileage: 48,890 miles",Boston
White,"$16,000 ",2014 Chevrolet Equinox LT,"Used 2014 Chevrolet Equinox LT with FWD, Remote Start, Alloy Wheels, Cruise Control, Air Conditioning, AM/FM, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks, Rear Window Defroster",4 Cyl,SUV,"Mileage: 35,830 miles",Boston
Bronze,"$17,700 ",2013 Hyundai Santa Fe Sport,"Used 2013 Hyundai Santa Fe Sport with AWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",4 Cyl,SUV,"Mileage: 48,143 miles",Boston
Black,"$11,804 ",2014 Nissan Sentra SR,"Used 2014 Nissan Sentra SR with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",4 Cyl,Sedan,"Mileage: 30,718 miles",Boston
Gray,"$18,995 ",2013 Acura TL,"Used 2013 Acura TL with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, Power Steering, Power Windows",6 Cyl,Sedan,"Mileage: 23,362 miles",Boston
Red,"$6,500 ",2007 Chevrolet Monte Carlo LT,"Used 2007 Chevrolet Monte Carlo LT with FWD, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Power Steering",6 Cyl,Coupe,"Mileage: 85,716 miles",Boston
Brown,"$13,940 ",2013 Honda CR-V EX,"Used 2013 Honda CR-V EX with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering",4 Cyl,SUV,"Mileage: 77,140 miles",Boston
Silver,"$18,480 ",2015 Hyundai Sonata Limited Edition,"Used 2015 Hyundai Sonata Limited Edition with FWD, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",4 Cyl,Sedan,"Mileage: 12,385 miles",Boston
White,"$28,711 ",2013 Jeep Wrangler Sahara,"Used 2013 Jeep Wrangler Sahara with 4WD, Intermittent Wipers, Rear Window Defroster",6 Cyl,SUV,"Mileage: 48,219 miles",Boston
Beige,"$20,967 ",2014 Toyota RAV4 Limited Edition,"Used 2014 Toyota RAV4 Limited Edition with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",4 Cyl,SUV,"Mileage: 32,663 miles",Boston
Blue,"$6,495 ",2012 Honda Civic LX,"Used 2012 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter",4 Cyl,Sedan,"Mileage: 135,156 miles",Boston
Gray,"$22,900 ",2014 Audi A4 2.0T,"Used 2014 Audi A4 2.0T with AWD, Remote Start, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, DVD, Air Conditioning, AM/FM",4 Cyl,Sedan,"Mileage: 40,299 miles",Boston
Brown,"$14,990 ",2011 Chevrolet Equinox LTZ,"Used 2011 Chevrolet Equinox LTZ with FWD, Leather Seats, Heated Seats, Rear-View Camera",4 Cyl,SUV,"Mileage: 35,790 miles",Boston
Red,"$10,275 ",2014 Ford Focus SE,"Used 2014 Ford Focus SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",4 Cyl,Hatchback,"Mileage: 43,119 miles",Boston
White,"$28,458 ",2013 Ram 2500 Tradesman,"Used 2013 Ram 2500 Tradesman with 4WD, Keyless Entry, Split/Folding Seats, Satellite Radio, Cloth Seats, Power Mirrors",8 Cyl,Pickup,"Mileage: 24,298 miles",Boston
Blue,"$16,643 ",2014 Chevrolet Equinox LT,"Used 2014 Chevrolet Equinox LT with AWD, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, AM/FM, Aux Audio Adapter, Power Seat (Driver), Intermittent Wipers",4 Cyl,SUV,"Mileage: 35,166 miles",Boston
White,"$25,999 ",2015 Ford Explorer XLT,"Used 2015 Ford Explorer XLT with 4WD, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats",6 Cyl,SUV,"Mileage: 47,711 miles",Boston
Black,"$32,988 ",2014 Mercedes-Benz E-Class E 350,"Used 2014 Mercedes-Benz E-Class E 350 with AWD, Navigation System",6 Cyl,Sedan,"Mileage: 18,128 miles",Boston
Green,"$15,390 ",2015 Subaru Forester 2.5i,"Used 2015 Subaru Forester 2.5i with AWD, Rear-View Camera",4 Cyl,SUV,"Mileage: 39,836 miles",Boston
Silver,"$15,990 ",2011 Subaru Outback 3.6R Limited,"Used 2011 Subaru Outback 3.6R Limited with AWD, Leather Seats, Heated Seats, Rear-View Camera, Air Conditioning, Front Airbags (Driver)",6 Cyl,Wagon,"Mileage: 54,339 miles",Boston
Gray,"$9,390 ",2014 Chevrolet Cruze LS,"Used 2014 Chevrolet Cruze LS with FWD, Keyless Entry, CD (Single Disc), Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, Intermittent Wipers, Power Locks, Rear Window Defroster",4 Cyl,Sedan,"Mileage: 47,590 miles",Boston
Red,"$10,999 ",2013 Kia Soul,"Used 2013 Kia Soul with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",4 Cyl,Wagon,"Mileage: 36,320 miles",Boston
Black,"$21,941 ",2014 GMC Acadia SLE,"Used 2014 GMC Acadia SLE with AWD, Remote Start, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, MP3, Satellite Radio, Cloth Seats",6 Cyl,SUV,"Mileage: 47,469 miles",Boston
White,"$19,963 ",2015 Mini Cooper S,,4 Cyl,Convertible,"Mileage: 36,239 miles",Boston
Silver,"$6,423 ",2006 Lexus RX 400h,"Used 2006 Lexus RX 400h with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Cruise Control, Heated Seats, Air Conditioning, Power Steering, Power Windows, AM/FM",6 Cyl,SUV,"Mileage: 205,809 miles",Boston
Blue,"$32,000 ",2015 Buick Enclave Leather Group,"Used 2015 Buick Enclave Leather Group with AWD, Remote Start, Leather Seats, Third Row Seating, Navigation System, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Trip Computer, Power Seat (Driver)",6 Cyl,SUV,"Mileage: 16,330 miles",Boston
Blue,"$32,000 ",2015 Buick Enclave Leather Group,"Used 2015 Buick Enclave Leather Group with AWD, Remote Start, Leather Seats, Third Row Seating, Navigation System, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Trip Computer, Power Seat (Driver)",6 Cyl,SUV,"Mileage: 16,330 miles",Boston
Silver,"$23,000 ",2014 Buick Enclave Convenience,"Used 2014 Buick Enclave Convenience with FWD, Remote Start, Third Row Seating, Cruise Control, Air Conditioning, Trip Computer, Power Seat (Driver), Power Locks, Handsfree/Bluetooth Integration, Power Mirrors",6 Cyl,SUV,"Mileage: 32,857 miles",Boston
Black,"$36,888 ",2015 Dodge Challenger SRT,"Used 2015 Dodge Challenger SRT with RWD, Leather Seats, Power Sun/Moonroof, Navigation System, AM/FM",8 Cyl,Coupe,"Mileage: 13,105 miles",Boston
Red,"$17,790 ",2015 Chevrolet Equinox LT,"Used 2015 Chevrolet Equinox LT with FWD, Remote Start, Rear-View Camera, Air Conditioning, Satellite Radio, AM/FM, Power Seat (Driver), Handsfree/Bluetooth Integration",4 Cyl,SUV,"Mileage: 19,121 miles",Boston
Silver,"$6,500 ",2011 Honda CR-Z EX,"Used 2011 Honda CR-Z EX with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",4 Cyl,Coupe,"Mileage: 103,839 miles",Boston
Red,"$20,900 ",2014 Jeep Grand Cherokee Laredo,"Used 2014 Jeep Grand Cherokee Laredo with 4WD, Fog Lights, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Intermittent Wipers, Power Locks",6 Cyl,SUV,"Mileage: 43,993 miles",Boston
Black,"$17,988 ",2014 Kia Optima SX,"Used 2014 Kia Optima SX with FWD, Fog Lights, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Aux Audio Adapter, Trip Computer, Power Seat (Driver), Intermittent Wipers",4 Cyl,Sedan,"Mileage: 33,025 miles",Boston
Brown,"$34,900 ",2017 Audi A4 2.0T,"Used 2017 Audi A4 2.0T with AWD, Remote Start, Power Sun/Moonroof, Keyless Entry, Heated Seats, Satellite Radio, Power Mirrors",4 Cyl,Sedan,"Mileage: 3,983 miles",Boston
Silver,"$14,993 ",2014 Honda Accord EX,"Used 2014 Honda Accord EX with FWD, Alloy Wheels, Handsfree/Bluetooth Integration",4 Cyl,Coupe,"Mileage: 23,089 miles",Boston
Black,"$25,990 ",2014 BMW 4 Series 428i xDrive,"Used 2014 BMW 4 Series 428i xDrive with AWD, Navigation System",4 Cyl,Coupe,"Mileage: 39,893 miles",Boston
Black,"$28,995 ",2013 Ford F-150 Platinum,"Used 2013 Ford F-150 Platinum with 4WD, Remote Start, Fog Lights, Power Sun/Moonroof, Trailer Hitch, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Towing Package",6 Cyl,Pickup,"Mileage: 83,150 miles",Boston
Silver,"$17,990 ",2014 Ford Escape Titanium,"Used 2014 Ford Escape Titanium with 4WD, Leather Seats, Navigation System, Heated Seats, Rear-View Camera",4 Cyl,SUV,"Mileage: 36,333 miles",Boston
Silver,"$6,995 ",2009 Honda Accord EX,"Used 2009 Honda Accord EX with FWD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM",4 Cyl,Coupe,"Mileage: 135,022 miles",Boston
Blue,"$11,988 ",2012 Subaru Outback 2.5i,"Used 2012 Subaru Outback 2.5i with AWD, Cruise Control, Air Conditioning, Aux Audio Adapter, Power Seat (Driver), Front Airbags (Driver)",4 Cyl,Wagon,"Mileage: 104,865 miles",Boston
Silver,"$13,999 ",2014 Toyota Corolla LE,"Used 2014 Toyota Corolla LE with FWD, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Navigation System, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Satellite Radio, Power Seat (Driver)",4 Cyl,Sedan,"Mileage: 23,843 miles",Boston
Gold,"$12,995 ",2013 Chevrolet Malibu LS,"Used 2013 Chevrolet Malibu LS with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",4 Cyl,Sedan,"Mileage: 17,854 miles",Boston
Silver,"$11,250 ",2013 Toyota Corolla LE,"Used 2013 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",4 Cyl,Sedan,"Mileage: 52,481 miles",Boston
Black,"$42,000 ",2014 Chevrolet Tahoe LTZ,"Used 2014 Chevrolet Tahoe LTZ with 4WD, Remote Start, Leather Seats, Fog Lights, Third Row Seating, Navigation System, Cruise Control, Heated Seats, Air Conditioning, AM/FM, Trip Computer",8 Cyl,SUV,"Mileage: 12,868 miles",Boston
Black,"$18,999 ",2014 Ford Explorer Base,"Used 2014 Ford Explorer Base with FWD, Third Row Seating, Cruise Control, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks",6 Cyl,SUV,"Mileage: 57,020 miles",Boston
White,"$14,977 ",2014 Subaru Outback 2.5i,"Used 2014 Subaru Outback 2.5i with AWD, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Aux Audio Adapter, Intermittent Wipers",4 Cyl,Wagon,"Mileage: 76,091 miles",Boston
Gray,"$32,500 ",2015 Chevrolet Silverado 1500 LT,"Used 2015 Chevrolet Silverado 1500 LT with 4WD, Alloy Wheels, Cruise Control, CD (Single Disc), Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, Power Seat (Driver), Power Locks",8 Cyl,Pickup,"Mileage: 14,216 miles",Boston
Black,"$20,500 ",2015 Volkswagen Tiguan SEL,"Used 2015 Volkswagen Tiguan SEL with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",4 Cyl,SUV,"Mileage: 17,937 miles",Boston
Gray,"$22,688 ",2017 Honda Civic Touring,"Used 2017 Honda Civic Touring with FWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, Rear-View Camera, Air Conditioning, MP3",4 Cyl,Sedan,"Mileage: 8,032 miles",Boston
White,"$22,698 ",2014 Ford Explorer Limited Edition,"Used 2014 Ford Explorer Limited Edition with 4WD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats",6 Cyl,SUV,"Mileage: 82,237 miles",Boston
Green,"$20,999 ",2012 Ford F-150 XLT,"Used 2012 Ford F-150 XLT with 4WD, Fog Lights, Cruise Control, Towing Package, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM, Intermittent Wipers, Power Locks",8 Cyl,Pickup,"Mileage: 63,487 miles",Boston
Black,"$20,790 ",2014 Jeep Grand Cherokee Laredo,"Used 2014 Jeep Grand Cherokee Laredo with 4WD, Alloy Wheels, Air Conditioning, Satellite Radio, Power Seat (Driver), Handsfree/Bluetooth Integration",6 Cyl,SUV,"Mileage: 35,378 miles",Boston
Brown,"$14,853 ",2014 Jeep Compass Latitude,"Used 2014 Jeep Compass Latitude with 4WD, Remote Start, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",4 Cyl,SUV,"Mileage: 21,468 miles",Boston
Gray,"$21,975 ",2015 Volvo S60 T5,"Used 2015 Volvo S60 T5 with AWD, Heated Seats",5 Cyl,Sedan,"Mileage: 39,551 miles",Boston
Blue,"$36,000 ",2013 Porsche Cayenne S Hybrid,"Used 2013 Porsche Cayenne S Hybrid with AWD, Leather Seats, Fog Lights, Navigation System, Heated Seats, Air Conditioning, Trip Computer, Power Locks, Handsfree/Bluetooth Integration, Power Mirrors",6 Cyl,SUV,"Mileage: 49,530 miles",Boston
Silver,"$64,375 ",2016 BMW X5 xDrive50i,"Used 2016 BMW X5 xDrive50i with AWD, Handsfree/Bluetooth Integration",8 Cyl,SUV,"Mileage: 2,165 miles",Boston
Black,"$19,990 ",2013 Jeep Grand Cherokee Limited Edition,"Used 2013 Jeep Grand Cherokee Limited Edition with 4WD, Leather Seats, Heated Seats, Rear-View Camera",6 Cyl,SUV,"Mileage: 72,351 miles",Boston
Gray,"$18,599 ",2012 GMC Acadia SLT,"Used 2012 GMC Acadia SLT with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, DVD, Air Conditioning",6 Cyl,SUV,"Mileage: 71,265 miles",Boston
White,"$15,488 ",2014 Nissan Rogue S,"Used 2014 Nissan Rogue S with AWD, Keyless Entry, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster",4 Cyl,SUV,"Mileage: 14,161 miles",Boston
Gray,"$40,900 ",2015 Audi Q7 Prestige,,6 Cyl,SUV,"Mileage: 54,868 miles",Boston
Blue,"$13,000 ",2014 Chevrolet Malibu LS,"Used 2014 Chevrolet Malibu LS with FWD, Alloy Wheels, Navigation System, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",4 Cyl,Sedan,"Mileage: 25,301 miles",Boston
Gray,"$16,990 ",2014 GMC Terrain SLE,"Used 2014 GMC Terrain SLE with AWD, Rear-View Camera",4 Cyl,SUV,"Mileage: 22,471 miles",Boston
Black,"$6,798 ",2012 Chevrolet Cruze LS,"Used 2012 Chevrolet Cruze LS with FWD, Keyless Entry, Split/Folding Seats, Air Conditioning, Power Windows, Trip Computer, Intermittent Wipers, Handsfree/Bluetooth Integration, Front Airbags (Driver)",4 Cyl,Sedan,"Mileage: 96,963 miles",Boston
Blue,"$15,498 ",2014 Toyota Camry XLE,"Used 2014 Toyota Camry XLE with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",4 Cyl,Sedan,"Mileage: 36,288 miles",Boston
White,"$26,888 ",2015 Hyundai Genesis,"Used 2015 Hyundai Genesis with RWD, Leather Seats, Navigation System, Heated Seats, Air Conditioning, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Handsfree/Bluetooth Integration, Power Mirrors",6 Cyl,Sedan,"Mileage: 34,013 miles",Boston
