bodytype,specs,price,color,mileage,engine,model,city
Hatchback,"Used 2014 Toyota Prius Four with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$17,900 ",Silver,"Mileage: 35,596 miles",4 Cyl,2014 Toyota Prius Four,SanFrancisco 
Sedan,"Used 2014 Toyota Avalon Limited Edition with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$23,588 ",Red,"Mileage: 31,287 miles",6 Cyl,2014 Toyota Avalon Limited Edition,SanFrancisco 
SUV,"Used 2015 BMW X1 xDrive35i with AWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$27,995 ",White,"Mileage: 24,586 miles",6 Cyl,2015 BMW X1 xDrive35i,SanFrancisco 
Sedan,"Used 2014 BMW 5 Series 535i with RWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning","$34,900 ",Gray,"Mileage: 24,389 miles",6 Cyl,2014 BMW 5 Series 535i,SanFrancisco 
Convertible,"Used 2015 BMW 4 Series 428i with RWD, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, Rear-View Camera, Air Conditioning, MP3, Satellite Radio, AM/FM","$36,900 ",White,"Mileage: 40,269 miles",4 Cyl,2015 BMW 4 Series 428i,SanFrancisco 
Sedan,"Used 2014 Nissan Altima S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$14,399 ",Blue,"Mileage: 32,776 miles",4 Cyl,2014 Nissan Altima S,SanFrancisco 
Sedan,"Used 2014 Toyota Corolla LE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM","$14,995 ",Red,"Mileage: 24,673 miles",4 Cyl,2014 Toyota Corolla LE,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius Three with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$18,881 ",Silver,"Mileage: 13,488 miles",4 Cyl,2014 Toyota Prius Three,SanFrancisco 
SUV,"Used 2014 Toyota Highlander XLE with AWD, Navigation System","$32,000 ",Gray,"Mileage: 30,201 miles",6 Cyl,2014 Toyota Highlander XLE,SanFrancisco 
SUV,,"$18,800 ",Black,"Mileage: 38,374 miles",4 Cyl,2014 BMW X1 sDrive28i,SanFrancisco 
Sedan,"Used 2016 Toyota Camry LE with FWD, Rear-View Camera","$16,591 ",Gray,"Mileage: 28,397 miles",4 Cyl,2016 Toyota Camry LE,SanFrancisco 
SUV,"Used 2015 Toyota RAV4 LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Power Locks","$19,388 ",Orange,"Mileage: 21,736 miles",4 Cyl,2015 Toyota RAV4 LE,SanFrancisco 
Hatchback,"Used 2015 Toyota Prius Two with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows","$17,199 ",Silver,"Mileage: 34,809 miles",4 Cyl,2015 Toyota Prius Two,SanFrancisco 
SUV,"Used 2015 Dodge Durango SXT with RWD, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, Power Windows","$25,000 ",Gray,"Mileage: 34,526 miles",6 Cyl,2015 Dodge Durango SXT,SanFrancisco 
Sedan,"Used 2013 Nissan Altima SL with FWD, Remote Start, Fog Lights, Alloy Wheels, Navigation System, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering","$14,593 ",Black,"Mileage: 46,749 miles",4 Cyl,2013 Nissan Altima SL,SanFrancisco 
Minivan,"Used 2015 Toyota Sienna SE with FWD, Leather Seats, Fog Lights, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering","$29,994 ",White,"Mileage: 12,218 miles",6 Cyl,2015 Toyota Sienna SE,SanFrancisco 
SUV,"Used 2015 BMW X3 xDrive35i with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Power Steering","$32,981 ",White,"Mileage: 39,350 miles",6 Cyl,2015 BMW X3 xDrive35i,SanFrancisco 
Sedan,"Used 2014 Toyota Camry SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering","$14,981 ",White,"Mileage: 34,217 miles",4 Cyl,2014 Toyota Camry SE,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius c Two with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Intermittent Wipers","$13,900 ",White,"Mileage: 35,226 miles",4 Cyl,2014 Toyota Prius c Two,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius Plug-in with FWD, Navigation System, Rear-View Camera, 4-Wheel Disc Brakes, Handsfree/Bluetooth Integration, Power Mirrors","$18,991 ",Gray,"Mileage: 24,097 miles",4 Cyl,2014 Toyota Prius Plug-in,SanFrancisco 
Sedan,"Used 2015 BMW 7 Series 740i with RWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3","$43,981 ",Black,"Mileage: 21,427 miles",6 Cyl,2015 BMW 7 Series 740i,SanFrancisco 
Sedan,"Used 2014 Toyota Corolla L with FWD, Rear-View Camera","$13,991 ",Gray,"Mileage: 28,183 miles",4 Cyl,2014 Toyota Corolla L,SanFrancisco 
Sedan,"Used 2015 Ford Fusion SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering","$13,998 ",White,"Mileage: 67,655 miles",4 Cyl,2015 Ford Fusion SE,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius Plug-in with FWD, Navigation System, Heated Seats, Rear-View Camera, 4-Wheel Disc Brakes, Handsfree/Bluetooth Integration, Power Mirrors","$18,591 ",Gray,"Mileage: 31,728 miles",4 Cyl,2014 Toyota Prius Plug-in,SanFrancisco 
SUV,"Used 2014 Toyota RAV4 Limited Edition with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$23,000 ",Silver,"Mileage: 13,166 miles",4 Cyl,2014 Toyota RAV4 Limited Edition,SanFrancisco 
SUV,"Used 2013 Ford Edge SEL with AWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering","$21,998 ",White,"Mileage: 34,692 miles",6 Cyl,2013 Ford Edge SEL,SanFrancisco 
SUV,"Used 2015 Audi Q3 Prestige with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$33,000 ",Black,"Mileage: 16,869 miles",4 Cyl,2015 Audi Q3 Prestige,SanFrancisco 
Sedan,"Used 2016 Toyota Camry SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering","$15,000 ",White,"Mileage: 37,385 miles",4 Cyl,2016 Toyota Camry SE,SanFrancisco 
Sedan,"Used 2015 BMW 7 Series 740i with RWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3","$43,981 ",Black,"Mileage: 21,427 miles",6 Cyl,2015 BMW 7 Series 740i,SanFrancisco 
Coupe,"Used 2017 Chevrolet Camaro SS with RWD, Alloy Wheels, Keyless Entry, Cruise Control, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM","$36,991 ",White,"Mileage: 8,558 miles",8 Cyl,2017 Chevrolet Camaro SS,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius Plug-in with FWD, Navigation System, Rear-View Camera, 4-Wheel Disc Brakes, Handsfree/Bluetooth Integration, Power Mirrors","$18,991 ",Gray,"Mileage: 24,097 miles",4 Cyl,2014 Toyota Prius Plug-in,SanFrancisco 
SUV,"Used 2015 Hyundai Santa Fe Sport with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$24,650 ",Black,"Mileage: 18,913 miles",4 Cyl,2015 Hyundai Santa Fe Sport,SanFrancisco 
SUV,"Used 2014 Toyota RAV4 Limited Edition with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$23,000 ",Silver,"Mileage: 13,166 miles",4 Cyl,2014 Toyota RAV4 Limited Edition,SanFrancisco 
Sedan,"Used 2015 Ford Fusion SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering","$13,998 ",White,"Mileage: 67,655 miles",4 Cyl,2015 Ford Fusion SE,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius Plug-in with FWD, Navigation System, Heated Seats, Rear-View Camera, 4-Wheel Disc Brakes, Handsfree/Bluetooth Integration, Power Mirrors","$18,591 ",Gray,"Mileage: 31,728 miles",4 Cyl,2014 Toyota Prius Plug-in,SanFrancisco 
Sedan,"Used 2014 Toyota Corolla L with FWD, Rear-View Camera","$13,991 ",Gray,"Mileage: 28,183 miles",4 Cyl,2014 Toyota Corolla L,SanFrancisco 
SUV,"Used 2014 Cadillac SRX Luxury with FWD, Remote Start, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$26,932 ",Black,"Mileage: 24,289 miles",6 Cyl,2014 Cadillac SRX Luxury,SanFrancisco 
Sedan,"Used 2015 Toyota Avalon XLE with FWD, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio","$21,988 ",Black,"Mileage: 19,117 miles",6 Cyl,2015 Toyota Avalon XLE,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius Plug-in with FWD, Navigation System, Heated Seats, Rear-View Camera, 4-Wheel Disc Brakes, Handsfree/Bluetooth Integration, Power Mirrors","$18,991 ",Blue,"Mileage: 28,373 miles",4 Cyl,2014 Toyota Prius Plug-in,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius Three with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$18,881 ",Silver,"Mileage: 13,488 miles",4 Cyl,2014 Toyota Prius Three,SanFrancisco 
Hatchback,"Used 2013 Ford Fiesta S with FWD, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM, Intermittent Wipers, Rear Window Defroster, Front Airbags (Driver), Power Mirrors","$7,990 ",Black,"Mileage: 58,344 miles",4 Cyl,2013 Ford Fiesta S,SanFrancisco 
Sedan,"Used 2016 Toyota Camry SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering","$15,000 ",White,"Mileage: 37,385 miles",4 Cyl,2016 Toyota Camry SE,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius c Two with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Intermittent Wipers","$13,900 ",White,"Mileage: 35,226 miles",4 Cyl,2014 Toyota Prius c Two,SanFrancisco 
Hatchback,"Used 2016 Ford Focus ST with FWD, CD (Single Disc), Rear-View Camera, Rear Window Defroster, Power Mirrors","$17,995 ",Blue,"Mileage: 32,546 miles",4 Cyl,2016 Ford Focus ST,SanFrancisco 
Sedan,"Used 2014 Toyota Camry SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes","$15,000 ",Gray,"Mileage: 33,360 miles",4 Cyl,2014 Toyota Camry SE,SanFrancisco 
SUV,"Used 2013 Jeep Wrangler with 4WD, Power Windows, Power Locks, Power Mirrors","$24,800 ",Silver,"Mileage: 72,559 miles",6 Cyl,2013 Jeep Wrangler,SanFrancisco 
Sedan,"Used 2014 Volkswagen Jetta SE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows, AM/FM","$12,977 ",White,"Mileage: 20,175 miles",4 Cyl,2014 Volkswagen Jetta SE,SanFrancisco 
SUV,,"$19,995 ",Black,"Mileage: 27,964 miles",4 Cyl,2014 BMW X1 xDrive28i,SanFrancisco 
Hatchback,,"$16,999 ",Black,"Mileage: 26,655 miles",4 Cyl,2014 Toyota Prius Three,SanFrancisco 
Minivan,"Used 2015 Dodge Grand Caravan R/T with FWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$20,988 ",Gray,"Mileage: 10,415 miles",6 Cyl,2015 Dodge Grand Caravan R/T,SanFrancisco 
Convertible,,"$16,999 ",Green,"Mileage: 5,752 miles",4 Cyl,2014 Mini Cooper Roadster,SanFrancisco 
SUV,"Used 2015 Mercedes-Benz GLK 350 with AWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Windows","$30,995 ",Black,"Mileage: 22,267 miles",6 Cyl,2015 Mercedes-Benz GLK 350,SanFrancisco 
Sedan,"Used 2014 Ford Fusion Titanium with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$18,950 ",Gray,"Mileage: 34,633 miles",4 Cyl,2014 Ford Fusion Titanium,SanFrancisco 
Sedan,"Used 2015 Lexus GS 350 with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), DVD, Air Conditioning","$32,883 ",White,"Mileage: 23,494 miles",6 Cyl,2015 Lexus GS 350,SanFrancisco 
Wagon,"Used 2016 Kia Soul Base with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows","$13,988 ",Brown,"Mileage: 2,817 miles",4 Cyl,2016 Kia Soul Base,SanFrancisco 
Sedan,"Used 2016 Toyota Corolla L with FWD, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, Trip Computer","$13,988 ",Blue,"Mileage: 18,594 miles",4 Cyl,2016 Toyota Corolla L,SanFrancisco 
Sedan,"Used 2015 Kia Optima EX with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio","$17,950 ",Silver,"Mileage: 22,271 miles",4 Cyl,2015 Kia Optima EX,SanFrancisco 
SUV,,"$18,300 ",Orange,"Mileage: 35,015 miles",4 Cyl,2014 BMW X1 sDrive28i,SanFrancisco 
Pickup,"Used 2013 Ram 2500 Laramie with 4WD, Fog Lights, Trailer Hitch, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Satellite Radio","$43,995 ",Gray,"Mileage: 50,434 miles",6 Cyl,2013 Ram 2500 Laramie,SanFrancisco 
Sedan,"Used 2014 Toyota Corolla S with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering","$13,900 ",Black,"Mileage: 29,399 miles",4 Cyl,2014 Toyota Corolla S,SanFrancisco 
SUV,,"$18,800 ",Black,"Mileage: 38,374 miles",4 Cyl,2014 BMW X1 sDrive28i,SanFrancisco 
SUV,"Used 2014 Honda CR-V LX with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$17,184 ",Black,"Mileage: 31,707 miles",4 Cyl,2014 Honda CR-V LX,SanFrancisco 
Minivan,,"$22,981 ",Black,"Mileage: 30,698 miles",6 Cyl,2015 Toyota Sienna LE,SanFrancisco 
Minivan,"Used 2015 Toyota Sienna SE with FWD, Leather Seats, Fog Lights, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering","$29,994 ",White,"Mileage: 12,218 miles",6 Cyl,2015 Toyota Sienna SE,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius Four with FWD, Navigation System, 4-Wheel Disc Brakes","$16,250 ",Blue,"Mileage: 53,441 miles",4 Cyl,2014 Toyota Prius Four,SanFrancisco 
Sedan,"Used 2014 Ford Fusion Titanium with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3","$14,457 ",Gray,"Mileage: 49,399 miles",4 Cyl,2014 Ford Fusion Titanium,SanFrancisco 
Coupe,"Used 2015 Cadillac ATS Premium with AWD, Remote Start, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats","$29,270 ",White,"Mileage: 13,178 miles",6 Cyl,2015 Cadillac ATS Premium,SanFrancisco 
Coupe,"Used 2015 Ford Mustang with RWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$19,994 ",Gray,"Mileage: 17,719 miles",6 Cyl,2015 Ford Mustang,SanFrancisco 
SUV,"Used 2014 Ford Explorer Sport with 4WD, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$29,495 ",Black,"Mileage: 40,144 miles",6 Cyl,2014 Ford Explorer Sport,SanFrancisco 
SUV,"Used 2015 Ford Escape SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$14,498 ",Gray,"Mileage: 23,816 miles",4 Cyl,2015 Ford Escape SE,SanFrancisco 
Sedan,"Used 2015 Ford Fusion S with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering","$15,947 ",White,"Mileage: 21,098 miles",4 Cyl,2015 Ford Fusion S,SanFrancisco 
Sedan,"Used 2015 Ford Fusion SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats","$14,449 ",Black,"Mileage: 31,100 miles",4 Cyl,2015 Ford Fusion SE,SanFrancisco 
SUV,"Used 2014 Ford Escape Titanium with FWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$17,994 ",Black,"Mileage: 30,321 miles",4 Cyl,2014 Ford Escape Titanium,SanFrancisco 
Sedan,"Used 2015 Ford Focus S with FWD, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter","$8,402 ",Gray,"Mileage: 55,711 miles",4 Cyl,2015 Ford Focus S,SanFrancisco 
Sedan,"Used 2014 Ford Focus SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$9,489 ",Silver,"Mileage: 29,058 miles",4 Cyl,2014 Ford Focus SE,SanFrancisco 
Hatchback,"Used 2014 Ford Fiesta SE with FWD, Fog Lights, Power Sun/Moonroof, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats","$8,862 ",Gray,"Mileage: 29,710 miles",4 Cyl,2014 Ford Fiesta SE,SanFrancisco 
SUV,"Used 2014 Volkswagen Tiguan S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Power Windows, Trip Computer, Power Locks, Rear Window Defroster, Front Airbags (Driver)","$14,995 ",White,"Mileage: 40,999 miles",4 Cyl,2014 Volkswagen Tiguan S,SanFrancisco 
SUV,"Used 2016 Volkswagen Tiguan S with AWD, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$18,497 ",Gray,"Mileage: 16,348 miles",4 Cyl,2016 Volkswagen Tiguan S,SanFrancisco 
SUV,"Used 2016 Volkswagen Tiguan S with AWD, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$18,497 ",Gray,"Mileage: 16,348 miles",4 Cyl,2016 Volkswagen Tiguan S,SanFrancisco 
Hatchback,"Used 2013 Volkswagen GTI Autobahn with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, Trip Computer, Power Locks","$17,900 ",White,"Mileage: 20,377 miles",4 Cyl,2013 Volkswagen GTI Autobahn,SanFrancisco 
