mileage,specs,color,bodytype,engine,model,price,city
"Mileage: 45,112 miles","Used 2014 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",White,Sedan,4 Cyl,2014 Toyota Corolla LE,"$10,991 ",Miami
"Mileage: 16,575 miles","Used 2016 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Gray,Sedan,4 Cyl,2016 Toyota Corolla LE,"$12,988 ",Miami
"Mileage: 16,334 miles","Used 2016 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Gray,Sedan,4 Cyl,2016 Toyota Corolla LE,"$13,598 ",Miami
"Mileage: 56,065 miles","Used 2014 Chevrolet Camaro LS with RWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows",Black,Coupe,6 Cyl,2014 Chevrolet Camaro LS,"$14,990 ",Miami
"Mileage: 22,996 miles","Used 2015 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",White,Sedan,4 Cyl,2015 Toyota Corolla LE,"$12,988 ",Miami
"Mileage: 4,165 miles","Used 2016 Jaguar F-Type S with RWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, DVD",White,Convertible,6 Cyl,2016 Jaguar F-Type S,"$61,000 ",Miami
"Mileage: 29,595 miles","Used 2014 Honda CR-V LX with FWD, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Power Windows, AM/FM, Aux Audio Adapter, 4-Wheel Disc Brakes, Intermittent Wipers, Power Locks",Black,SUV,4 Cyl,2014 Honda CR-V LX,"$16,588 ",Miami
"Mileage: 24,993 miles","Used 2015 Kia Forte LX with FWD, Power Sun/Moonroof, Navigation System, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",Beige,Sedan,4 Cyl,2015 Kia Forte LX,"$10,817 ",Miami
"Mileage: 34,912 miles","Used 2014 Honda Pilot EXL with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Trailer Hitch, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc)",Silver,SUV,6 Cyl,2014 Honda Pilot EXL,"$22,997 ",Miami
"Mileage: 29,930 miles","Used 2014 Volkswagen CC Sport with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio",Brown,Sedan,4 Cyl,2014 Volkswagen CC Sport,"$15,942 ",Miami
"Mileage: 27,839 miles","Used 2015 Chevrolet Malibu LT with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM, Aux Audio Adapter",White,Sedan,4 Cyl,2015 Chevrolet Malibu LT,"$15,500 ",Miami
"Mileage: 37,338 miles","Used 2014 Toyota 4Runner SR5 with RWD, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, AM/FM",Black,SUV,6 Cyl,2014 Toyota 4Runner SR5,"$26,986 ",Miami
"Mileage: 10,344 miles","Used 2016 Volkswagen Passat SE with FWD, Power Sun/Moonroof, Heated Seats, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks",Blue,Sedan,4 Cyl,2016 Volkswagen Passat SE,"$16,991 ",Miami
"Mileage: 20,779 miles","Used 2015 Toyota Corolla S with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering",Black,Sedan,4 Cyl,2015 Toyota Corolla S,"$12,999 ",Miami
"Mileage: 55,480 miles","Used 2015 Lexus IS 250 with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",Silver,Sedan,6 Cyl,2015 Lexus IS 250,"$22,988 ",Miami
"Mileage: 42,929 miles","Used 2013 Toyota RAV4 XLE with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering",Green,SUV,4 Cyl,2013 Toyota RAV4 XLE,"$15,988 ",Miami
"Mileage: 29,020 miles","Used 2014 Infiniti Q50 with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",Gray,Sedan,6 Cyl,2014 Infiniti Q50,"$22,800 ",Miami
"Mileage: 26,101 miles","Used 2014 Volkswagen Jetta SEL with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, Satellite Radio",Black,Sedan,4 Cyl,2014 Volkswagen Jetta SEL,"$15,477 ",Miami
"Mileage: 10,987 miles","Used 2016 Toyota Corolla LE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering",Silver,Sedan,4 Cyl,2016 Toyota Corolla LE,"$13,990 ",Miami
"Mileage: 20,419 miles","Used 2015 Toyota Camry SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Gray,Sedan,4 Cyl,2015 Toyota Camry SE,"$15,988 ",Miami
"Mileage: 23,151 miles","Used 2015 Audi Q7 Premium with AWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc)",Unspecified,SUV,6 Cyl,2015 Audi Q7 Premium,"$40,000 ",Miami
"Mileage: 17,831 miles","Used 2016 Hyundai Sonata SE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows",Black,Sedan,4 Cyl,2016 Hyundai Sonata SE,"$13,495 ",Miami
"Mileage: 30,128 miles","Used 2014 BMW 6 Series 650i with RWD, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM",White,Sedan,8 Cyl,2014 BMW 6 Series 650i,"$45,700 ",Miami
"Mileage: 24,993 miles","Used 2014 BMW 6 Series 650i xDrive with AWD, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM",Black,Sedan,8 Cyl,2014 BMW 6 Series 650i xDrive,"$47,500 ",Miami
"Mileage: 21,027 miles","Used 2013 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Silver,Sedan,4 Cyl,2013 Honda Civic LX,"$12,200 ",Miami
"Mileage: 15,470 miles","Used 2015 Toyota Corolla S with FWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",Black,Sedan,4 Cyl,2015 Toyota Corolla S,"$13,788 ",Miami
"Mileage: 17,868 miles","Used 2015 Toyota Camry SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",Gray,Sedan,4 Cyl,2015 Toyota Camry SE,"$15,900 ",Miami
"Mileage: 20,158 miles","Used 2016 Toyota Corolla S with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering",Blue,Sedan,4 Cyl,2016 Toyota Corolla S,"$14,000 ",Miami
"Mileage: 13,683 miles","Used 2016 Toyota Corolla L with FWD, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, Trip Computer",Black,Sedan,4 Cyl,2016 Toyota Corolla L,"$13,000 ",Miami
"Mileage: 15,730 miles","Used 2015 Toyota RAV4 XLE with FWD, Fog Lights, Power Sun/Moonroof, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",Gray,SUV,4 Cyl,2015 Toyota RAV4 XLE,"$19,900 ",Miami
"Mileage: 26,606 miles","Used 2015 Toyota Highlander Limited with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera",Gray,SUV,6 Cyl,2015 Toyota Highlander Limited,"$31,500 ",Miami
"Mileage: 41,545 miles","Used 2014 Lincoln MKZ with FWD, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Black,Sedan,4 Cyl,2014 Lincoln MKZ,"$18,550 ",Miami
"Mileage: 33,568 miles","Used 2015 Toyota Corolla L with FWD, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Trip Computer, Rear Window Defroster, Front Airbags (Driver)",White,Sedan,4 Cyl,2015 Toyota Corolla L,"$10,988 ",Miami
"Mileage: 13,823 miles","Used 2015 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM",Silver,Sedan,4 Cyl,2015 Toyota Corolla LE,"$12,900 ",Miami
"Mileage: 2,449 miles","Used 2016 BMW M4 with RWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Satellite Radio",Black,Coupe,6 Cyl,2016 BMW M4,"$65,900 ",Miami
"Mileage: 30,568 miles","Used 2015 Jeep Wrangler Sahara with 4WD, Fog Lights, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Intermittent Wipers, Power Locks, Front Airbags (Driver), Power Mirrors",Black,SUV,6 Cyl,2015 Jeep Wrangler Sahara,"$31,000 ",Miami
"Mileage: 24,073 miles","Used 2014 Kia Optima LX with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats",Bronze,Sedan,4 Cyl,2014 Kia Optima LX,"$11,795 ",Miami
"Mileage: 29,521 miles","Used 2014 Ford Explorer XLT with FWD, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",Silver,SUV,6 Cyl,2014 Ford Explorer XLT,"$25,334 ",Miami
"Mileage: 33,765 miles","Used 2015 Jeep Renegade Trailhawk with 4WD, Fog Lights, Keyless Entry, Rear-View Camera, Split/Folding Seats, Air Conditioning, Satellite Radio, Power Steering, AM/FM, Aux Audio Adapter, Intermittent Wipers",White,SUV,4 Cyl,2015 Jeep Renegade Trailhawk,"$17,975 ",Miami
Mileage: 10 miles,"Used 2016 Toyota Corolla L with FWD, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, Trip Computer",Silver,Sedan,4 Cyl,2016 Toyota Corolla L,"$13,998 ",Miami
"Mileage: 15,871 miles","Used 2016 Mercedes-Benz GLA 250 with FWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",Black,SUV,4 Cyl,2016 Mercedes-Benz GLA 250,"$26,000 ",Miami
"Mileage: 12,368 miles","Used 2015 Lexus GX 460 with 4WD, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",Unspecified,SUV,8 Cyl,2015 Lexus GX 460,"$43,988 ",Miami
"Mileage: 9,698 miles","Used 2016 Chrysler 200 C with FWD, Remote Start, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning",Silver,Sedan,6 Cyl,2016 Chrysler 200 C,"$17,990 ",Miami
"Mileage: 15,643 miles","Used 2016 Lincoln MKT with FWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",Black,SUV,6 Cyl,2016 Lincoln MKT,"$28,880 ",Miami
"Mileage: 14,276 miles","Used 2015 Toyota RAV4 LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",Gray,SUV,4 Cyl,2015 Toyota RAV4 LE,"$17,500 ",Miami
"Mileage: 33,543 miles","Used 2013 BMW X5 xDrive35i with AWD, Fog Lights, Cruise Control, Heated Seats, Air Conditioning, MP3, Power Steering, Aux Audio Adapter, Power Seat (Driver), Handsfree/Bluetooth Integration, Front Airbags (Driver)",Black,SUV,6 Cyl,2013 BMW X5 xDrive35i,"$29,000 ",Miami
"Mileage: 38,314 miles","Used 2016 Toyota Camry SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",White,Sedan,4 Cyl,2016 Toyota Camry SE,"$14,988 ",Miami
"Mileage: 14,892 miles","Used 2014 BMW 7 Series 750i with RWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning",Black,Sedan,8 Cyl,2014 BMW 7 Series 750i,"$44,000 ",Miami
"Mileage: 9,337 miles","Used 2015 Toyota Camry SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",Black,Sedan,4 Cyl,2015 Toyota Camry SE,"$15,500 ",Miami
"Mileage: 44,975 miles","Used 2014 Toyota Sienna LE with FWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering",Silver,Minivan,6 Cyl,2014 Toyota Sienna LE,"$17,999 ",Miami
"Mileage: 18,910 miles","Used 2014 BMW 5 Series 535i with RWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats",White,Sedan,6 Cyl,2014 BMW 5 Series 535i,"$36,500 ",Miami
"Mileage: 37,992 miles","Used 2015 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",White,Sedan,4 Cyl,2015 Toyota Corolla LE,"$11,989 ",Miami
"Mileage: 24,873 miles","Used 2014 Volkswagen Jetta SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",Gray,Sedan,4 Cyl,2014 Volkswagen Jetta SE,"$12,333 ",Miami
"Mileage: 15,009 miles","Used 2016 Lexus ES 300h with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",White,Sedan,4 Cyl,2016 Lexus ES 300h,"$34,000 ",Miami
"Mileage: 45,802 miles","Used 2014 Mazda Miata Grand Touring with RWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, MP3, Power Steering, Power Windows",Silver,Convertible,4 Cyl,2014 Mazda Miata Grand Touring,"$16,999 ",Miami
"Mileage: 29,862 miles","Used 2014 Mini Cooper Countryman S with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",Black,SUV,4 Cyl,2014 Mini Cooper Countryman S,"$17,992 ",Miami
"Mileage: 21,940 miles","Used 2015 Toyota Tundra Limited Edition with RWD, Leather Seats, Fog Lights, Trailer Hitch, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",White,Pickup,8 Cyl,2015 Toyota Tundra Limited Edition,"$35,463 ",Miami
"Mileage: 67,604 miles","Used 2010 GMC Yukon SLT with RWD, Remote Start, Leather Seats, Trailer Hitch, Third Row Seating, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering",White,SUV,8 Cyl,2010 GMC Yukon SLT,"$22,407 ",Miami
"Mileage: 20,831 miles","Used 2016 Jeep Renegade Trailhawk with 4WD, Fog Lights, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Satellite Radio, Power Steering, AM/FM, Aux Audio Adapter",Orange,SUV,4 Cyl,2016 Jeep Renegade Trailhawk,"$20,491 ",Miami
"Mileage: 8,804 miles","Used 2014 Volkswagen Jetta S with FWD, Alloy Wheels, CD (Single Disc), Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, Intermittent Wipers, Power Locks",White,Sedan,4 Cyl,2014 Volkswagen Jetta S,"$10,998 ",Miami
"Mileage: 27,723 miles","Used 2016 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",White,Sedan,4 Cyl,2016 Toyota Corolla LE,"$12,990 ",Miami
"Mileage: 21,659 miles","Used 2016 Toyota Camry SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",Gray,Sedan,4 Cyl,2016 Toyota Camry SE,"$14,495 ",Miami
"Mileage: 13,525 miles","Used 2016 Kia Forte LX with FWD, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM",Silver,Sedan,4 Cyl,2016 Kia Forte LX,"$11,990 ",Miami
"Mileage: 41,650 miles","Used 2014 Land Rover Range Rover Supercharged with 4WD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, DVD, Air Conditioning",Beige,SUV,6 Cyl,2014 Land Rover Range Rover Supercharged,"$63,000 ",Miami
"Mileage: 35,400 miles","Used 2014 Ford Explorer XLT with FWD, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",White,SUV,6 Cyl,2014 Ford Explorer XLT,"$23,485 ",Miami
"Mileage: 47,516 miles","Used 2014 Jaguar XJ XJL Portfolio with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), DVD, Air Conditioning",Gray,Sedan,6 Cyl,2014 Jaguar XJ XJL Portfolio,"$35,000 ",Miami
"Mileage: 14,111 miles","Used 2016 Audi A5 Premium Plus with AWD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",Black,Coupe,4 Cyl,2016 Audi A5 Premium Plus,"$36,000 ",Miami
"Mileage: 20,256 miles","Used 2015 Audi R8 5.2 with AWD, Leather Seats, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, DVD, Air Conditioning, AM/FM, 4-Wheel Disc Brakes, Trip Computer",White,Convertible,10 Cyl,2015 Audi R8 5.2,"$128,500 ",Miami
"Mileage: 18,638 miles","Used 2015 Lexus ES 350 with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Power Steering",White,Sedan,6 Cyl,2015 Lexus ES 350,"$28,620 ",Miami
"Mileage: 26,956 miles","Used 2014 Land Rover Range Rover Supercharged with 4WD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, DVD, Air Conditioning",Black,SUV,8 Cyl,2014 Land Rover Range Rover Supercharged,"$87,000 ",Miami
"Mileage: 26,197 miles","Used 2016 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Silver,Sedan,4 Cyl,2016 Toyota Corolla LE,"$13,447 ",Miami
"Mileage: 10,111 miles","Used 2015 Toyota Camry LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Red,Sedan,4 Cyl,2015 Toyota Camry LE,"$16,000 ",Miami
"Mileage: 11,675 miles","Used 2016 Cadillac Escalade with 4WD, Remote Start, Leather Seats, Trailer Hitch, Navigation System, Keyless Entry, Heated Seats, Rear-View Camera, DVD, Air Conditioning, MP3",White,SUV,8 Cyl,2016 Cadillac Escalade,"$73,999 ",Miami
