specs,price,color,mileage,bodytype,engine,model,city
"Used 2014 Kia Soul Base with FWD, Third Row Seating, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM, 4-Wheel Disc Brakes, Trip Computer, Intermittent Wipers, Power Locks","$7,497 ",Brown,"Mileage: 71,022 miles",Wagon,4 Cyl,2014 Kia Soul Base,WashingtonDC
"Used 2016 Ford Mustang Shelby GT350 with RWD, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$53,897 ",Red,"Mileage: 2,493 miles",Coupe,8 Cyl,2016 Ford Mustang Shelby GT350,WashingtonDC
"Used 2011 Lincoln Navigator with 4WD, Leather Seats, Fog Lights, Power Sun/Moonroof, Trailer Hitch, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera","$18,997 ",Black,"Mileage: 101,548 miles",SUV,8 Cyl,2011 Lincoln Navigator,WashingtonDC
"Used 2013 Maserati GranTurismo Sport with RWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning","$58,997 ",Gray,"Mileage: 15,633 miles",Coupe,8 Cyl,2013 Maserati GranTurismo Sport,WashingtonDC
"Used 2013 Audi A6 2.0T with AWD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc)","$22,697 ",Silver,"Mileage: 42,314 miles",Sedan,4 Cyl,2013 Audi A6 2.0T,WashingtonDC
"Used 2014 Subaru Forester 2.5i with AWD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$16,497 ",Silver,"Mileage: 64,540 miles",SUV,4 Cyl,2014 Subaru Forester 2.5i,WashingtonDC
"Used 2014 Kia Forte EX with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats","$10,397 ",Black,"Mileage: 50,220 miles",Coupe,4 Cyl,2014 Kia Forte EX,WashingtonDC
"Used 2014 Chevrolet Corvette Z51 with RWD, Leather Seats, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, MP3, Power Steering, AM/FM, Aux Audio Adapter","$48,897 ",Black,"Mileage: 7,947 miles",Coupe,8 Cyl,2014 Chevrolet Corvette Z51,WashingtonDC
"Used 2013 Audi A5 Premium Plus with AWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$26,821 ",White,"Mileage: 40,729 miles",Convertible,4 Cyl,2013 Audi A5 Premium Plus,WashingtonDC
"Used 2014 Fiat 500L Lounge with FWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning","$12,981 ",Green,"Mileage: 28,298 miles",Hatchback,4 Cyl,2014 Fiat 500L Lounge,WashingtonDC
"Used 2014 Ford Escape Titanium with 4WD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$18,981 ",White,"Mileage: 40,807 miles",SUV,4 Cyl,2014 Ford Escape Titanium,WashingtonDC
"Used 2014 Ford Taurus SEL with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$14,300 ",Black,"Mileage: 46,208 miles",Sedan,6 Cyl,2014 Ford Taurus SEL,WashingtonDC
"Used 2016 Chrysler 300 C with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Satellite Radio","$30,900 ",Black,Mileage: 139 miles,Sedan,6 Cyl,2016 Chrysler 300 C,WashingtonDC
"Used 2014 Volkswagen Tiguan SEL with AWD, Leather Seats, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, DVD, Air Conditioning","$17,450 ",Blue,"Mileage: 21,431 miles",SUV,4 Cyl,2014 Volkswagen Tiguan SEL,WashingtonDC
"Used 2016 Ram 1500 Sport with 4WD, Remote Start, Fog Lights, Trailer Hitch, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning","$35,500 ",Red,"Mileage: 2,569 miles",Pickup,8 Cyl,2016 Ram 1500 Sport,WashingtonDC
"Used 2016 Dodge Journey SE with AWD, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$18,000 ",Green,"Mileage: 13,095 miles",SUV,6 Cyl,2016 Dodge Journey SE,WashingtonDC
"Used 2015 Subaru Forester 2.5i with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$19,000 ",Silver,"Mileage: 63,769 miles",SUV,4 Cyl,2015 Subaru Forester 2.5i,WashingtonDC
"Used 2014 BMW 5 Series 535i xDrive with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$21,250 ",Black,"Mileage: 83,452 miles",Sedan,6 Cyl,2014 BMW 5 Series 535i xDrive,WashingtonDC
"Used 2014 Mercedes-Benz CLS 550 with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, DVD","$37,900 ",Black,"Mileage: 44,223 miles",Sedan,8 Cyl,2014 Mercedes-Benz CLS 550,WashingtonDC
"Used 2015 Acura TLX Advance with FWD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera","$25,750 ",Brown,"Mileage: 29,624 miles",Sedan,6 Cyl,2015 Acura TLX Advance,WashingtonDC
"Used 2013 Volvo XC60 T6 with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, DVD","$14,450 ",Silver,"Mileage: 106,775 miles",SUV,6 Cyl,2013 Volvo XC60 T6,WashingtonDC
"Used 2015 BMW X3 xDrive28i with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$23,900 ",Red,"Mileage: 44,212 miles",SUV,4 Cyl,2015 BMW X3 xDrive28i,WashingtonDC
"Used 2014 Ram 1500 ST with 4WD, Fog Lights, Trailer Hitch, Alloy Wheels, Quad Cab, Cruise Control, Split/Folding Seats, Air Conditioning, Satellite Radio, Cloth Seats, Power Steering","$24,500 ",Red,"Mileage: 34,735 miles",Pickup,8 Cyl,2014 Ram 1500 ST,WashingtonDC
"Used 2014 Nissan Rogue S with AWD, Keyless Entry, CD (Single Disc), Split/Folding Seats, DVD, Air Conditioning, MP3, Power Windows, AM/FM, Aux Audio Adapter, Trip Computer","$12,750 ",Silver,"Mileage: 29,987 miles",SUV,4 Cyl,2014 Nissan Rogue S,WashingtonDC
"Used 2014 Jeep Cherokee Limited Edition with 4WD, Remote Start, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning","$18,800 ",Silver,"Mileage: 30,380 miles",SUV,4 Cyl,2014 Jeep Cherokee Limited Edition,WashingtonDC
"Used 2014 Jeep Patriot Latitude with 4WD, Remote Start, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, DVD, Air Conditioning","$12,900 ",Gray,"Mileage: 32,925 miles",SUV,4 Cyl,2014 Jeep Patriot Latitude,WashingtonDC
"Used 2015 Chrysler 200 S with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering","$13,000 ",Black,"Mileage: 34,154 miles",Sedan,4 Cyl,2015 Chrysler 200 S,WashingtonDC
"Used 2015 Jeep Wrangler Rubicon with 4WD, Fog Lights, Alloy Wheels, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, AM/FM","$27,400 ",Black,"Mileage: 31,850 miles",SUV,6 Cyl,2015 Jeep Wrangler Rubicon,WashingtonDC
"Used 2014 Jeep Patriot Latitude with 4WD, Remote Start, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3","$13,500 ",Red,"Mileage: 34,146 miles",SUV,4 Cyl,2014 Jeep Patriot Latitude,WashingtonDC
"Used 2015 Acura RDX with AWD, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, DVD","$23,900 ",Black,"Mileage: 33,890 miles",SUV,6 Cyl,2015 Acura RDX,WashingtonDC
"Used 2015 Volkswagen Golf S with FWD, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, DVD, Air Conditioning, MP3, Satellite Radio","$13,250 ",Blue,"Mileage: 19,987 miles",Hatchback,4 Cyl,2015 Volkswagen Golf S,WashingtonDC
"Used 2009 Hyundai Azera GLS with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, DVD, Air Conditioning","$10,450 ",Gold,"Mileage: 23,251 miles",Sedan,6 Cyl,2009 Hyundai Azera GLS,WashingtonDC
"Used 2009 Bentley Continental Flying Spur with AWD, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, DVD, Air Conditioning, Satellite Radio","$63,995 ",Brown,"Mileage: 23,084 miles",Sedan,12 Cyl,2009 Bentley Continental Flying Spur,WashingtonDC
"Used 2014 Ford Edge SEL with AWD, Alloy Wheels, Cruise Control, Rear-View Camera, Air Conditioning, Aux Audio Adapter, Handsfree/Bluetooth Integration","$21,995 ",White,"Mileage: 18,000 miles",SUV,6 Cyl,2014 Ford Edge SEL,WashingtonDC
"Used 2014 Toyota Tacoma with 4WD, Double Cab, Alloy Wheels, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Windows, Aux Audio Adapter, Power Locks, Handsfree/Bluetooth Integration","$27,495 ",Gray,"Mileage: 49,000 miles",Pickup,6 Cyl,2014 Toyota Tacoma,WashingtonDC
"Used 2014 Honda CR-V EX with AWD, Alloy Wheels, Cruise Control, Rear-View Camera, Air Conditioning, Power Windows, Aux Audio Adapter, Power Locks, Handsfree/Bluetooth Integration, Power Mirrors","$17,995 ",Red,"Mileage: 33,000 miles",SUV,4 Cyl,2014 Honda CR-V EX,WashingtonDC
"Used 2015 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$14,000 ",Silver,"Mileage: 28,346 miles",Sedan,4 Cyl,2015 Honda Civic LX,WashingtonDC
"Used 2014 Honda Accord EXL with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3","$18,092 ",White,"Mileage: 33,652 miles",Sedan,4 Cyl,2014 Honda Accord EXL,WashingtonDC
"Used 2015 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$13,560 ",Silver,"Mileage: 33,949 miles",Sedan,4 Cyl,2015 Honda Civic LX,WashingtonDC
"Used 2012 Honda Odyssey EX with FWD, Leather Seats, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, DVD, Air Conditioning","$16,953 ",Silver,"Mileage: 97,162 miles",Minivan,6 Cyl,2012 Honda Odyssey EX,WashingtonDC
"Used 2015 Honda Pilot EXL with 4WD, Leather Seats, Fog Lights, Trailer Hitch, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$29,927 ",Silver,"Mileage: 27,463 miles",SUV,6 Cyl,2015 Honda Pilot EXL,WashingtonDC
"Used 2013 Honda Odyssey Touring with FWD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$19,995 ",Silver,"Mileage: 96,924 miles",Minivan,6 Cyl,2013 Honda Odyssey Touring,WashingtonDC
"Used 2015 Honda CR-V EX with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$18,395 ",Red,"Mileage: 42,703 miles",SUV,4 Cyl,2015 Honda CR-V EX,WashingtonDC
"Used 2015 Honda Accord Sport with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering","$16,989 ",Red,"Mileage: 22,969 miles",Sedan,4 Cyl,2015 Honda Accord Sport,WashingtonDC
"Used 2014 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$12,897 ",Black,"Mileage: 30,950 miles",Sedan,4 Cyl,2014 Honda Civic LX,WashingtonDC
"Used 2015 Jeep Wrangler Sport with 4WD, Fog Lights, Cruise Control, CD (Single Disc), MP3, Satellite Radio, Cloth Seats, Power Steering, AM/FM, 4-Wheel Disc Brakes, Trip Computer","$25,399 ",Black,"Mileage: 4,480 miles",SUV,6 Cyl,2015 Jeep Wrangler Sport,WashingtonDC
"Used 2015 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$13,560 ",Blue,"Mileage: 35,406 miles",Sedan,4 Cyl,2015 Honda Civic LX,WashingtonDC
"Used 2014 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$12,665 ",Silver,"Mileage: 29,514 miles",Sedan,4 Cyl,2014 Honda Civic LX,WashingtonDC
"Used 2013 Honda CR-V LX with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$14,598 ",Blue,"Mileage: 65,123 miles",SUV,4 Cyl,2013 Honda CR-V LX,WashingtonDC
"Used 2013 Honda CR-V LX with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$14,995 ",Blue,"Mileage: 61,717 miles",SUV,4 Cyl,2013 Honda CR-V LX,WashingtonDC
"Used 2015 Honda CR-V EX with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$19,040 ",Brown,"Mileage: 27,479 miles",SUV,4 Cyl,2015 Honda CR-V EX,WashingtonDC
"Used 2016 Honda Accord Sport with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats","$18,510 ",Red,"Mileage: 34,563 miles",Sedan,4 Cyl,2016 Honda Accord Sport,WashingtonDC
"Used 2013 Ford Fusion Titanium with FWD, Remote Start, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$12,900 ",Blue,"Mileage: 72,267 miles",Sedan,4 Cyl,2013 Ford Fusion Titanium,WashingtonDC
"Used 2008 BMW 3 Series 328i with RWD, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, Power Windows, AM/FM","$8,897 ",Blue,"Mileage: 78,740 miles",Sedan,6 Cyl,2008 BMW 3 Series 328i,WashingtonDC
"Used 2014 Ford Explorer Limited Edition with 4WD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats","$27,888 ",Black,"Mileage: 31,752 miles",SUV,6 Cyl,2014 Ford Explorer Limited Edition,WashingtonDC
"Used 2011 Nissan Versa S with FWD, CD (Single Disc), Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, Intermittent Wipers, Power Locks","$6,777 ",Blue,"Mileage: 76,039 miles",Hatchback,4 Cyl,2011 Nissan Versa S,WashingtonDC
"Used 2013 Ford Fusion SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Aux Audio Adapter","$8,977 ",Black,"Mileage: 106,272 miles",Sedan,4 Cyl,2013 Ford Fusion SE,WashingtonDC
"Used 2012 Chrysler Town & Country Touring with FWD, Leather Seats, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3","$11,577 ",Black,"Mileage: 112,972 miles",Minivan,6 Cyl,2012 Chrysler Town & Country Touring,WashingtonDC
"Used 2014 Dodge Journey SXT with AWD, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$15,997 ",White,"Mileage: 41,187 miles",SUV,6 Cyl,2014 Dodge Journey SXT,WashingtonDC
"Used 2010 Lexus RX 350 with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering","$19,547 ",Black,"Mileage: 67,678 miles",SUV,6 Cyl,2010 Lexus RX 350,WashingtonDC
"Used 2015 Mazda Mazda6 i Grand Touring with FWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$18,253 ",Gray,"Mileage: 44,227 miles",Sedan,4 Cyl,2015 Mazda Mazda6 i Grand Touring,WashingtonDC
"Used 2011 Cadillac Escalade ESV with AWD, Remote Start, Leather Seats, Fog Lights, Trailer Hitch, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera","$27,890 ",Black,"Mileage: 82,796 miles",SUV,8 Cyl,2011 Cadillac Escalade ESV,WashingtonDC
"Used 2009 Toyota Sienna XLE Limited with FWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Windows, Trip Computer, Power Seat (Driver), Intermittent Wipers","$10,895 ",Blue,"Mileage: 111,745 miles",Minivan,6 Cyl,2009 Toyota Sienna XLE Limited,WashingtonDC
"Used 2013 Hyundai Santa Fe GLS with AWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Air Conditioning, Power Windows, Trip Computer, Power Seat (Driver), Front Airbags (Driver)","$16,895 ",Silver,"Mileage: 50,004 miles",SUV,6 Cyl,2013 Hyundai Santa Fe GLS,WashingtonDC
"Used 2012 Toyota Tacoma with 4WD, Double Cab, Split/Folding Seats, Air Conditioning, Power Windows, Trip Computer, Intermittent Wipers, Front Airbags (Driver)","$18,995 ",Gray,"Mileage: 152,015 miles",Pickup,6 Cyl,2012 Toyota Tacoma,WashingtonDC
"Used 2007 Dodge Ram 2500 ST with RWD, Quad Cab, Cruise Control, CD (Single Disc), Air Conditioning, Power Steering, AM/FM","$25,500 ",Silver,"Mileage: 52,471 miles",Pickup,6 Cyl,2007 Dodge Ram 2500 ST,WashingtonDC
"Used 2014 Mitsubishi Outlander Sport SE with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering","$13,220 ",Black,"Mileage: 62,938 miles",SUV,4 Cyl,2014 Mitsubishi Outlander Sport SE,WashingtonDC
"Used 2012 GMC Acadia Denali with AWD, Remote Start, Fog Lights, Third Row Seating, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Split/Folding Seats, DVD, Air Conditioning","$25,226 ",Silver,"Mileage: 47,719 miles",SUV,6 Cyl,2012 GMC Acadia Denali,WashingtonDC
"Used 2008 Honda Accord EXL with FWD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM","$10,926 ",Gray,"Mileage: 30,913 miles",Coupe,4 Cyl,2008 Honda Accord EXL,WashingtonDC
"Used 2013 Mazda Mazda3 i Touring with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering","$9,926 ",Gray,"Mileage: 59,320 miles",Sedan,4 Cyl,2013 Mazda Mazda3 i Touring,WashingtonDC
"Used 2008 Lexus ES 350 with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, Satellite Radio, Cloth Seats","$13,926 ",Gray,"Mileage: 52,538 miles",Sedan,6 Cyl,2008 Lexus ES 350,WashingtonDC
"Used 2012 Mazda Mazda3 i Sport with FWD, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, Cloth Seats, Power Windows, AM/FM, Intermittent Wipers, Power Locks, Rear Window Defroster","$7,790 ",White,"Mileage: 56,564 miles",Sedan,4 Cyl,2012 Mazda Mazda3 i Sport,WashingtonDC
"Used 2011 Toyota 4Runner SR5 with 4WD, Fog Lights, Trailer Hitch, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Cloth Seats, Power Windows","$18,790 ",Black,"Mileage: 120,176 miles",SUV,6 Cyl,2011 Toyota 4Runner SR5,WashingtonDC
"Used 2014 Nissan Frontier SV with RWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning","$18,790 ",Black,"Mileage: 49,928 miles",Pickup,6 Cyl,2014 Nissan Frontier SV,WashingtonDC
"Used 2014 Chevrolet Equinox LT with AWD, Remote Start, Alloy Wheels, Cloth Seats","$16,998 ",Silver,"Mileage: 29,551 miles",SUV,4 Cyl,2014 Chevrolet Equinox LT,WashingtonDC
"Used 2014 Chevrolet Traverse LT with FWD, Third Row Seating, Rear-View Camera, Split/Folding Seats, Cloth Seats","$20,298 ",Gray,"Mileage: 47,995 miles",SUV,6 Cyl,2014 Chevrolet Traverse LT,WashingtonDC
"Used 2009 GMC Acadia SLT with AWD, Remote Start, Leather Seats, Trailer Hitch, Alloy Wheels, Third Row Seating, Navigation System, CD (Single Disc), Rear-View Camera, Split/Folding Seats, DVD","$11,998 ",Red,"Mileage: 98,504 miles",SUV,6 Cyl,2009 GMC Acadia SLT,WashingtonDC
"Used 2014 Honda CR-V EXL with AWD, Leather Seats, Rear-View Camera","$20,995 ",Blue,"Mileage: 21,052 miles",SUV,4 Cyl,2014 Honda CR-V EXL,WashingtonDC
"Used 2010 Volkswagen Touareg with AWD, Navigation System, Rear-View Camera, Front Airbags (Driver)","$13,596 ",Black,"Mileage: 113,385 miles",SUV,6 Cyl,2010 Volkswagen Touareg,WashingtonDC
"Used 2015 Chevrolet Tahoe LT with 4WD, Leather Seats, Alloy Wheels, Third Row Seating, Navigation System, CD (Single Disc), Rear-View Camera, DVD, MP3, AM/FM, Aux Audio Adapter","$42,996 ",Red,"Mileage: 36,060 miles",SUV,8 Cyl,2015 Chevrolet Tahoe LT,WashingtonDC
"Used 2004 Chevrolet TrailBlazer LS with 4WD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Cloth Seats, AM/FM, Rear Window Defroster","$5,696 ",Blue,"Mileage: 115,665 miles",SUV,6 Cyl,2004 Chevrolet TrailBlazer LS,WashingtonDC
"Used 2007 Toyota RAV4 with 4WD, MP3, Cloth Seats, Front Airbags (Driver)","$6,997 ",Red,"Mileage: 145,348 miles",SUV,4 Cyl,2007 Toyota RAV4,WashingtonDC
"Used 2009 Acura TSX with FWD, Leather Seats, Alloy Wheels, Handsfree/Bluetooth Integration","$8,994 ",Gray,"Mileage: 142,190 miles",Sedan,4 Cyl,2009 Acura TSX,WashingtonDC
"Used 2006 Dodge Ram 1500 SLT with 4WD, Alloy Wheels, Quad Cab, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Power Locks","$12,854 ",Gray,"Mileage: 116,848 miles",Pickup,8 Cyl,2006 Dodge Ram 1500 SLT,WashingtonDC
"Used 2013 Ford Taurus SEL with AWD, Leather Seats, Alloy Wheels, Heated Seats, Handsfree/Bluetooth Integration","$12,996 ",White,"Mileage: 85,413 miles",Sedan,6 Cyl,2013 Ford Taurus SEL,WashingtonDC
"Used 2012 Subaru Forester 2.5X with AWD, Leather Seats, Handsfree/Bluetooth Integration","$13,496 ",Black,"Mileage: 88,205 miles",SUV,4 Cyl,2012 Subaru Forester 2.5X,WashingtonDC
"Used 2014 Honda CR-V EXL with AWD, Leather Seats, Rear-View Camera","$20,995 ",Blue,"Mileage: 21,052 miles",SUV,4 Cyl,2014 Honda CR-V EXL,WashingtonDC
"Used 2012 Chevrolet Malibu LTZ with FWD, Leather Seats, CD (Single Disc), MP3, AM/FM, Aux Audio Adapter, Handsfree/Bluetooth Integration","$9,798 ",Black,"Mileage: 70,499 miles",Sedan,4 Cyl,2012 Chevrolet Malibu LTZ,WashingtonDC
"Used 2004 Chevrolet TrailBlazer LS with 4WD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Cloth Seats, AM/FM, Rear Window Defroster","$5,696 ",Blue,"Mileage: 115,665 miles",SUV,6 Cyl,2004 Chevrolet TrailBlazer LS,WashingtonDC
"Used 2010 Lexus RX 350 with AWD, Leather Seats, Power Sun/Moonroof, Navigation System, Cruise Control, Heated Seats, Rear-View Camera, Satellite Radio, Aux Audio Adapter, Handsfree/Bluetooth Integration, Front Airbags (Driver)","$16,996 ",Black,"Mileage: 87,500 miles",SUV,6 Cyl,2010 Lexus RX 350,WashingtonDC
"Used 2015 Chevrolet Tahoe LT with 4WD, Leather Seats, Alloy Wheels, Third Row Seating, Navigation System, CD (Single Disc), Rear-View Camera, DVD, MP3, AM/FM, Aux Audio Adapter","$42,996 ",Red,"Mileage: 36,060 miles",SUV,8 Cyl,2015 Chevrolet Tahoe LT,WashingtonDC
